userName,content,score,at,appVersion,sentiment,processed_content
Carolus Boromeus,Bermanfaat,5,2023-05-24 07:30:20,4.67.2,positive,manfaat
Hengki Trinando,Op,5,2021-11-12 12:30:39,4.30.1,positive,op
nadya shafeea,Gatau suka aja pesen pake gojek,5,2023-08-08 10:04:03,4.72.1,positive,gatau suka aja sen pake gojek
LangLang Sinjaya,Sangatt baikk,5,2022-10-21 14:56:34,4.53.1,positive,sangatt baikk
Epa Sulaepah,Good,5,2022-12-16 11:08:21,4.57.1,positive,good
Yusup Supriadi,Sangat membantu sekali ,5,2022-08-03 09:20:27,4.48.1,positive,bantu
Jaril Saf,Membantu sehari hari,5,2023-09-04 02:52:58,4.72.1,positive,bantu hari
Rohmani Roni,Very good,5,2022-04-07 16:01:48,4.40.1,positive,very good
Dede Rukmana,gojek emang oke,5,2023-01-10 00:11:59,4.58.1,positive,gojek emang oke
Dian Ferdiansyah,Memudahkan kaum rebahan,5,2022-01-15 11:40:37,4.34.1,positive,mudah kaum rebah
Berendi Pane,Aaaaaaa keren,5,2023-02-26 02:52:55,4.61.1,positive,aaaaaaa keren
Jimmy Chen,Aplikasi tolol,1,2023-01-26 03:13:01,4.59.1,negative,aplikasi tolol
Sur Yono,saya puasmju trus gojek,5,2023-11-11 10:15:11,4.78.3,positive,puasmju trus gojek
Neni Ismawati,Apapun kebutuhannyagojek pilihanku semoga semakin baik pelayanannya banyakin lg promo diskonnya terutama go ride karena setiap harinya aku pasti pake layanan ini,5,2023-08-10 10:00:05,4.72.1,positive,apa kebutuhannyagojek pilih moga layan banyakin promo diskon go ride hari pake layan
Cen Khouw24,Memudahkan kita sekali,5,2022-12-09 11:03:00,4.56.1,positive,mudah
Humintar Siregar,Mantap,5,2022-06-20 06:01:56,4.44.1,positive,mantap
dode krishna,seenak jidatnya driver batalin ,1,2023-07-08 02:39:01,4.69.2,negative,enak jidat driver batalin
Iyan Allvez,Kadang lokasi nya gk akurat Kita harus seting sendiri ,3,2022-08-23 00:37:09,4.40.1,positive,kadang lokasi akurat ting
Sukiman Wongso,Pelayanannya cepat kami puas,5,2022-03-30 05:07:36,4.40.1,positive,layan cepat puas
IWAN GALIH BASUKI,terlalu banyak biaya yg dibebankan konsumen isi saldo kena biaya transfer kena biaya,1,2023-11-19 22:48:40,4.57.1,negative,biaya beban konsumen isi saldo biaya transfer biaya
CV. BPZ Moslem Store,Termudah,5,2023-01-30 12:56:14,4.59.1,positive,mudah
Hikmah Nuris,aplikasi apa ni masa ganti pin harus lewat sms aplikasi lain aja ada opsi lewat wa panggilan email dsb ini gada opsi kekeh minta sms nmr yg dipake kan nga semua orang masih nyimpen tu nmr tolong diperbaiki sistemnya klo ga bisa ganti pin lewat email ngapain suruh verifikasi email segala mau dibuat apa verifikasi email jan sampe gua mikir negatif sisi gelap gojek hadeh hadehh,1,2023-12-12 03:10:50,4.79.2,negative,aplikasi ni ganti pin sms aplikasi aja opsi wa panggil email dsb gada opsi kekeh sms nmr dipake nga nyimpen tu nmr tolong baik sistem ganti pin email ngapain suruh verifikasi email verifikasi email jan sampe gua mikir negatif sisi gelap gojek hadeh hadehh
Ririe Abidin,Aplikasi andalan yg fast respon saat dibutuhkan,5,2023-11-14 05:41:29,4.78.3,positive,aplikasi andal fast respon butuh
pipih supenti,mantaap,5,2022-05-28 07:04:25,4.43.3,positive,mantaap
Ifa Septiani,Bahasanya kok bukan indonesia sih Emg ni gojek datengnya dari luar negri apa Sy org awam dan ga semua org pinter bhs inggris Habis donload jd dihapus lg deh,2,2022-03-11 08:04:18,4.24.2,negative,bahasa indonesia sih ni gojek datengnya negri awam pinter bhs inggris habis donload hapus deh
Ibu Iis,Oke bnget,5,2022-06-11 07:13:34,4.7.4,positive,oke bnget
rafin wolf,Bagus,5,2021-12-03 05:54:31,4.32.1,positive,bagus
Purwanto,Top,5,2021-12-08 02:58:29,4.33.1,positive,top
Achmad Barudin,Semuah serbah cepat karna gojek,5,2022-02-15 02:57:53,4.26.1,positive,semuah serbah cepat karna gojek
Sri Tarniti,Good,5,2022-03-04 11:20:40,4.37.2,positive,good
Raudhatul Jannah,Makin bagus,5,2022-01-18 07:11:03,4.34.1,positive,bagus
Angga Juan,Tidak bisa menyelesaikan masalah yg dialami customer,1,2023-07-05 03:45:38,4.69.2,negative,selesai alami customer
MASTUR Anwar,Mantaap aplikasinyacanggihterpercaya dan mudah pemakaian nya,5,2022-07-30 14:52:35,4.39.2,positive,mantaap aplikasinyacanggihterpercaya mudah pakai
anton krisdyanto,Professional,5,2022-01-17 08:52:35,4.34.1,positive,professional
Nur Hidayati,bagus dan cepat,5,2023-11-30 07:55:51,4.78.3,positive,bagus cepat
Ziyyan Addin,Udah diluar nalar harga makanan jauh ongkir seenak jidat masa iya 3km ongkir makanan 40rb paayah,2,2022-10-11 12:21:44,4.52.2,negative,luar nalar harga makan ongkir enak jidat iya ongkir makan rb paayah
Josua Tommy Parningotan Manurung,Sudah bagus,5,2023-09-29 03:02:07,4.75.1,positive,bagus
Rancid Punkrock,Paylatter,5,2022-08-13 11:55:42,4.49.2,positive,paylatter
Bunga 22,Mantaff,5,2022-03-22 13:07:24,4.39.2,positive,mantaff
Enis Asroni,akasih bintang 4 karena gopayku tiba kepotong pake paket googleplay padahal aku gak daftar paket itu,4,2022-02-07 20:08:42,4.31.1,positive,akasih bintang gopayku potong pake paket googleplay daftar paket
Yani Sriyani,Awsome service,5,2022-07-07 12:20:50,4.46.2,positive,awsome service
Rio Tirta,Petanya perbaikin la masa driver di suruh manjat tembok,1,2023-12-18 13:21:25,4.80.2,negative,peta perbaikin la driver suruh manjat tembok
bambang nangkulo soedewo,Mantap,5,2023-03-20 05:54:09,4.63.2,positive,mantap
Tri Murjoko,Makanan saya dingin  seharus nya makanan cepat sampai ini driver harus antar pesanan yang laen dulu  bukan pelayanan tambah bagus malah buruk  Pakai gojek karna duku memang cepat dan tepat  ini malah ikutin aplikasi sebelah ada oderan double buat driver dimana harus antar lebih dari 1 pesanan,2,2023-03-31 15:51:33,4.64.2,negative,makan dingin harus makan cepat driver pesan laen layan bagus buruk pakai gojek karna duku cepat ikutin aplikasi belah oderan double driver mana pesan
iis risya,Alhamdulillah sangat membantu,5,2021-11-14 09:14:37,4.27.2,positive,alhamdulillah bantu
Sherly Sey,Sangat bermanfaat,5,2022-09-10 12:40:33,4.40.1,positive,manfaat
gusig haryanto,Kenapa sekarang promo gratis ongkir jarang adajadinya saya GO nya ke vendor lain terutama Gofood,2,2024-01-17 13:57:55,4.81.1,negative,promo gratis ongkir jarang adajadinya go vendor gofood
Alfian,Lama respon op nya,2,2023-01-16 05:01:33,4.54.2,negative,respon op
Suryati Yati,Mantap sangat berguna untuk kehidupan sehari hari,5,2024-01-04 02:38:08,4.64.2,positive,mantap guna hidup hari
Herru NC,Aplikasi mu ketika pesan Go jek atau go car kebanyakan diam kayak Stack sampai 1520 menit menunggu Mau cancel gak enak kasian driver mu Operator aplikasimu jangan tidur aja Masa gw cancel 1 driver nunggu sampai 20 menitan eh pesan lagi dapat driver yg sama persis namaPotonya hanya beda arah jalur penjemputan Aplikasi Lo ngebug ya,1,2022-11-04 10:03:46,4.51.1,negative,aplikasi pesan go jek go car banyak diam kayak stack menit tunggu cancel kasi driver operator aplikasi tidur aja cancel driver nunggu menit eh pesan driver persis namapotonya beda arah jalur jemput aplikasi ngebug
AmaliaSufienna _23,Kok di wilayah sy gojek gk ada,3,2024-01-23 00:23:29,4.78.3,positive,wilayah gojek
Bayu Samudra Rifa,Mau upgrade GoPaylater disuruh bayar tagihan yang ada terlebih dahulu setelah saya TopUp dan saya bayar lalu mau ajukan Upgrade GoPaylater ditolak dan malah tidak bisa menggunakan GoPaylater sama sekali padahal sudah 1tahun pakai GoPaylater bayar tidak pernah telat dan limit masih 100000 sampai saat ini kini malah gak bisa pakai sama sekali Kecewa jadi ingin beralih ke layanan lainnya,2,2023-08-16 11:10:32,4.72.1,negative,upgrade gopaylater suruh bayar tagih topup bayar aju upgrade gopaylater tolak gopaylater tahun pakai gopaylater bayar telat limit pakai kecewa alih layan
Ajat Ahadiat,Like,5,2021-12-02 02:22:37,4.27.2,positive,like
Den Ardyansah,Mntap,3,2022-03-31 15:53:40,4.40.1,neutral,mntap
Ahmad Naufal Haritsuddin,Sering banget server sedang sibuk,1,2022-06-15 03:23:05,4.38.2,negative,banget server sibuk
Zu Azwar,Tidak ada alasan untuk menagsih bintang 5 sihh,5,2022-03-01 10:59:32,4.37.2,positive,alas menagsih bintang sihh
Melly Marhani,Pengiriman berjalan lancar,5,2022-02-25 07:24:40,4.27.2,positive,kirim jalan lancar
IkaOktaviani Oktaviani,Saya kecewa banget kali ini lagi butuh banget drive dan saya udah dapet drive ternyat pemberitahuan nya dapet drive baru dan itu berulang 3 kali yampun kalo ga niat terima order mending gausah jadi drive yaa baru kali ini saya dikecewakan drive gojek,5,2021-11-28 07:58:13,4.28.4,positive,kecewa banget butuh banget drive dapet drive ternyat pemberitahuan dapet drive ulang yampun niat terima order mending gausah drive yaa kecewa drive gojek
Freddy Kurniawan,Ok,5,2023-09-21 12:15:36,4.59.1,positive,ok
Adhi Nugroho,Good,5,2023-07-30 16:18:28,4.71.2,positive,good
REZA,Pesanan ny lama bgt saya jdi sering terlambat,1,2024-01-30 23:22:04,4.81.2,negative,pesan ny banget jdi lambat
Andriano Cho,Keren abis,5,2023-07-29 01:24:57,4.56.1,positive,keren habis
Kiridho,Sering tidak bisa menggunakan qris,1,2022-11-28 08:17:34,4.56.1,negative,qris
Febrylukman zarkasih,makin lama makin ribet aja ni aplikasi gojek salah pin aja berhari2 gabisa anehh emang,5,2023-03-26 22:18:00,4.64.2,positive,ribet aja ni aplikasi gojek salah pin aja hari gabisa anehh emang
POM BENGKAYANG,PROSES KYC GOPAY PLUS SANGAT LAMA,1,2022-09-27 11:26:20,4.52.2,negative,proses kyc gopay plus
Robby Agung,Terimakasih,5,2022-03-23 04:13:16,4.39.2,positive,terimakasih
Citra Saptiawan,Mantap,5,2024-01-16 10:04:13,4.80.4,positive,mantap
H. Mursyidi,Kok g vs download ya,4,2022-03-05 13:28:53,4.31.1,positive,vs download
andik prasetyo wibowo,Bagus sekali sangat membantu,5,2023-08-19 14:15:37,4.72.1,positive,bagus bantu
Gusti Wahyudin,Bagus,5,2022-10-12 00:02:12,4.52.2,positive,bagus
Ghibran Islam,Cukup baguslah terus ditingkatkan lagi ya,5,2023-08-13 10:41:43,4.54.2,positive,bagus tingkat
Fitri Sofiati,Kecewa saya sm aplikasi ini gopaylater setelah di apdet aplikasi nya ke pt anak bangsa malah makin kacau limit gopaylater cm setengah nya trs saya telat bayar 1 hri denda gede banget ngerampok ini mah padahal sebelum di apdet ke aplikasi anak bangsa aman aja gopaylater nya denda ga besar kecewa sekali saya kira setalah di apdet ke pt anak bangsa bakal lebih baik dan bagus teryata makin kacau,5,2023-10-02 04:24:34,4.70.1,positive,kecewa aplikasi gopaylater apdet aplikasi pt anak bangsa kacau limit gopaylater cm trs telat bayar hri denda gede banget ngerampok mah apdet aplikasi anak bangsa aman aja gopaylater denda kecewa seta apdet pt anak bangsa bagus teryata kacau
Fajar Dwi Pamungkas,Saya di beri bonus voucher gofood sejumlah 8000 sebanyak 20 voucher tapi ketika saya gunakan beberapa kali akun saya justru di banned dengan keterangan melanggar ketentuan kenapa ya ,5,2022-11-17 13:35:17,4.55.2,positive,bonus voucher gofood voucher akun banned terang langgar tentu
syaiful bahri,Saya order Gocar untuk ISTRI DAN IBU SAYA sehari kemudian akun saya tidak bisa digunakan kembali Aneh Sungguh tidak ada niat konfirmasi Halo admin mereka bukan orang lain Lagi pula mereka tidak berbahaya pake segala ditanggapi laporan driver Drivernya nih juga lebay Kalo takut mending batalin ajah atau mesej ke akun saya  jelas jelas mereka perempuan Pake dilaporin yang nggk nggk Tolonglah admin mohon di koreksi dulu ketika menanggapi laporan dari driver Konfirmasi dulu benar  ng,3,2022-05-18 06:36:33,4.43.3,negative,order gocar istri hari akun aneh sungguh niat konfirmasi admin bahaya pake tanggap lapor driver drivernya nih lebay takut mending batalin ajah mesej akun perempuan pake dilaporin nggk nggk tolong admin koreksi tanggap lapor driver konfirmasi ng
I Man,Bguss,5,2022-07-31 12:57:00,4.36.1,positive,bguss
Boby Harvian,Makin hari makin parah ni aplikasi udh sering crash kdg ga ada sinyal di salahin jaringan internet nya,1,2023-12-17 10:31:03,4.80.2,negative,parah ni aplikasi crash kdg sinyal salahin jaring internet
INFORMATIKA_FAIZ BAGUS PRADANA,Aplikasi gojek tidak bisa dibuka saya coba untuk reset data dan login lagi percuma,1,2022-04-16 08:10:15,4.41.1,negative,aplikasi gojek buka coba reset data login
sales pratama,Baiq,5,2022-08-18 09:47:17,4.44.1,positive,baiq
Aqmar Syahiran,Kok aku ga di kasih kode OTP nya aku udah nungguin lama belum ada yang kirim kode OTP nya,1,2021-11-08 01:26:06,4.22.1,negative,kasih kode otp nungguin kirim kode otp
Fuad Nur1971,Alhamdulillah bagus banget,5,2022-02-20 04:28:39,4.30.1,positive,alhamdulillah bagus banget
Satria putra,Cocok deh buat yang mager,5,2023-04-07 10:39:09,4.64.2,positive,cocok deh mager
Furqon Wahyudin,ok,3,2022-02-23 04:30:42,4.32.1,positive,ok
Natalinno Alfianno Nahak,Senang pake gojek jemput tepat waktu n orag nya rama kita di ajak ngobrol dlm perjalanan jdi gak ngantuk Trimakash,5,2021-11-07 01:36:32,4.30.1,positive,senang pake gojek jemput waktu orag rama ajak ngobrol dlm jalan jdi ngantuk trimakash
Prastian Andista,Untuk komplain susah terutama masalah pengiriman,1,2022-08-29 05:08:34,4.50.1,negative,komplain susah kirim
alif 09,Males sekarang pake gojek karna vocer diskon tidak bisa di gbung dan harga sangat mahal Mending pake shoppe aja lbih murah,1,2023-01-16 14:20:20,4.57.1,negative,males pake gojek karna vocer diskon gbung harga mahal mending pake shoppe aja lbih murah
Titipan Ilahi Titipan,Saya kasih bintang 4dulu karna saya blom pernah coba,4,2022-05-18 01:06:07,4.41.1,positive,kasih bintang karna coba
Ringga Ringga,Ok,5,2021-11-28 12:37:38,4.30.1,positive,ok
arfin jaya,Ok,5,2022-03-23 05:49:13,4.28.4,positive,ok
Euis Sumartini,Bagus,5,2022-08-06 02:40:37,4.42.2,positive,bagus
Rus Gunadi,Gojek saya gk bisa di buja,3,2023-10-24 04:20:23,4.77.1,neutral,gojek buja
7. Apriani Syahputri,good,5,2022-02-27 02:55:01,4.29.1,positive,good
epi rami,sangat bagus cmn drivernya tolong dikasih bonus ,5,2022-04-07 16:20:57,4.28.4,positive,bagus cmn drivernya tolong kasih bonus
Athar Arishakbar p,Memudahkan dalam berbagai hal,5,2021-11-24 15:11:54,4.31.1,positive,mudah
Mahrus Rafi,Ojek pangkalan,3,2023-05-18 23:33:24,4.66.1,neutral,ojek pangkal
Boby Boby,Mau daftar kan temen ko g bisa Tlng konfirmasinya dong gojek,5,2022-09-28 11:38:42,4.52.2,positive,daftar temen ko tlng konfirmasi gojek
Kyousuke Riki,Transferan gua ke bank belum masuk masuk mohon pihak gopay saya bahkan sudah menghubungi pihak cs tetapi tidak ada respon apa apaan ini,1,2022-11-25 10:48:41,4.50.1,negative,transfer gua bank gopay hubung cs respon
Budi Satia,Lancar dan mudah,5,2023-07-10 13:58:20,4.69.3,positive,lancar mudah
Andri Cahyono,Suwun bosqu,5,2021-11-29 19:38:30,4.32.1,positive,suwun bosqu
Amir Hamzah,Lemotgajelas isi gopay ngga masukcacat amat,1,2022-05-09 05:26:48,4.43.1,negative,lemotgajelas isi gopay masukcacat
KOMEDI KERESAHAN AKU,Ko ngambil drivernya jauh banget sih,1,2022-03-01 01:56:42,4.38.2,negative,ko ngambil drivernya banget sih
FARRAS TV,Enak sih gampang nyari driver nya murah juga tapi kode vocher yang di post suka gak bisa di submit pas di submit masa berlaku telah habis,3,2021-11-22 12:30:41,4.22.1,neutral,sih gampang nyari driver murah kode vocher post suka submit pas submit laku habis
Muhammad Ariz Azhari,Apk Ini Bagus Transaksi Cepat Dan Simple Saya Suka Apk Gojek,5,2022-12-28 02:16:09,4.57.1,positive,apk bagus transaksi cepat simple suka apk gojek
yevan wifarulah,Saran saya di menu filter restoran pada go food ditambahkan fitur halalharamnya menu makanan pada restoran yang terdaftar terima kasih,3,2022-10-15 12:30:25,4.54.2,positive,saran menu filter restoran go food fitur halalharamnya menu makan restoran daftar terima kasih
Syarif Husain,Payah lama2 gojek dikit2 gangguan mau TF gangguan mau tarik gangguan  Lama2 mending pake ovo gak pernah ada mslh,1,2023-02-03 11:09:40,4.60.1,negative,payah gojek dikit ganggu tf ganggu tarik ganggu mending pake ovo mslh
Rian Surya,Bazeeng mantap jiwa pelayanannya,5,2022-08-16 08:20:21,4.49.2,positive,bazeeng mantap jiwa layan
luca tonexz,Ok,5,2023-06-10 12:00:02,4.68.1,positive,ok
muhammad yusuf,Pelayanan cepat,5,2023-01-24 07:53:16,4.59.1,positive,layan cepat
Oktarina Fatimah,Bagus,5,2022-12-25 12:37:52,4.58.1,positive,bagus
Munawar Arifin,Sangat membantu,5,2023-11-26 03:57:41,4.78.3,positive,bantu
Oktaviani Solihati,Dapett kurirrrrr burukk attitudenya kudah gitu uang gadikasih kembalian Nyese bgttt,1,2023-07-28 16:41:18,4.70.1,negative,dapett kurirrrrr burukk attitudenya dah gitu uang gadikasih kembali nyese bgttt
samantha chika,Terimakasih bantuan suportnya ,5,2022-03-04 17:09:54,4.38.2,positive,terimakasih bantu suportnya
Aulia Salsabila Fasa,sangat helpful,5,2023-03-24 09:21:05,4.63.2,positive,helpful
Fardhan NationS,Keren,5,2023-01-11 06:53:13,4.58.1,positive,keren
Andrewasmara Joezan,joseee,5,2024-01-29 05:55:13,4.81.2,positive,joseee
Rachmat Finata,Promonya Kebanyakan aturan apaplagi harys Paylater Masa di Suruh ngutang dlu Hadeh Perbaiki donk kalah sma Shopyfood,2,2022-10-04 03:20:01,4.53.1,negative,promonya banyak atur apaplagi harys paylater suruh ngutang dlu hadeh baik donk kalah sma shopyfood
Aprilia Putri,Aplikasi tidak berjalan tidak bisa dibuka,1,2023-10-27 08:37:40,4.77.1,negative,aplikasi jalan buka
hands_up,ngeselin banget udh dicoba berkali tetep gabisa,3,2022-07-31 03:43:51,4.48.1,neutral,ngeselin banget coba kali tetep gabisa
Nuril Hidayah,nyaman,5,2022-07-03 18:42:04,4.43.3,positive,nyaman
Yusron Rizki,Very good,5,2023-07-26 12:11:02,4.70.1,positive,very good
RIZKIKU Channel,Sangat membantu,5,2022-06-10 22:03:39,4.45.1,positive,bantu
Bangjulian Hadi,Buruk sekali,1,2024-01-22 10:58:51,4.81.2,negative,buruk
Julio Richie,Tepat waktu  kurir nya ramah,5,2023-11-09 01:00:53,4.77.1,positive,waktu kurir ramah
Dama Utami,Suka bangett makasi Gojek yg sangat membantu saya selama ini Urusan cari makanan selalu di Gojek in aja pokoknya andalan banget dahh makasi ,5,2023-07-21 12:19:24,4.70.1,positive,suka bangett makas gojek bantu urus cari makan gojek in aja pokok andal banget dahh makas
Dhian Purnamasari,Oke bgt,5,2022-06-16 11:01:45,4.45.1,positive,oke banget
Asep Sopian,Mantul,5,2022-06-07 08:30:16,4.44.1,positive,mantul
probo susono,Min dpt driver jauh amat Pa g sekalian milihin driver yang posisi nya 3 km ato 10 km lapor di email sama ja,1,2022-08-31 23:29:09,4.50.1,negative,min dpt driver pa milihin driver posisi ato lapor email ja
Moes Asp,top,5,2021-11-18 12:58:12,4.28.4,positive,top
Yogie,Apakah masih bisa top up gopay apabila nomor hp yang terdaftar di akun gojek sudah tidak aktif lagi Terima kasih atas jawabannya,5,2022-08-04 11:06:11,4.48.1,positive,top up gopay nomor hp daftar akun gojek aktif terima kasih jawab
THE BLACK,Ok,5,2022-05-11 08:29:34,4.43.1,positive,ok
EMI sulin SKS,Mks gojekpelayanan nya sll ok,5,2023-03-01 14:36:14,4.62.1,positive,mks gojekpelayanan sll ok
Ratna Raka,Sip semua bisa di gunakan,5,2022-03-26 06:50:22,4.39.2,positive,sip
ninik sri rahayu,Ngga ada salahnya bisa pesan menu di restoran yang berbeda beda di satu driver jadi satu kali bayar,5,2023-06-21 12:27:27,4.68.1,positive,salah pesan menu restoran beda beda driver bayar
Muhamad Thosin,Sangat membantu dalam berbagai transaksi,5,2023-05-05 20:39:28,4.65.2,positive,bantu transaksi
Arka Zulaika,Senang pakai gojeklebih bersahabat tarif y dari pada aplikasi sebelah,5,2022-12-22 23:43:03,4.58.1,positive,senang pakai gojeklebih sahabat tarif aplikasi belah
Bambang S,Tepat waktu cepatlancaramanmurah pokonya Topsukses terus Gojek,5,2023-07-07 00:49:21,4.66.1,positive,waktu cepatlancaramanmurah poko topsukses gojek
Bima PurnamaSari,Suka dengan promo nya,5,2021-11-25 14:23:10,4.20.1,positive,suka promo
M.abengka Wasyah,Mantappp,5,2022-10-03 13:26:45,4.50.1,positive,mantappp
Agus Brew,Tdk pernah telat jika diminta jemput,5,2022-09-19 05:37:04,4.39.2,positive,telat jemput
Ratih Mulyanii,Lumyn,4,2022-06-11 05:03:35,4.44.1,positive,lumyn
Rossy Apriansah,Ok,3,2021-12-21 02:46:04,4.30.1,positive,ok
